Company,BeanOrigin,Rating,CocoaPercent,CocoaFraction
Coppeneur,"Porcelana, Venezuela",3.0,72.0,0.72
Coppeneur,"Sambirano, Menava P.",3.0,72.0,0.72
Cote d' Or (Kraft),Sensations Intense,1.0,70.0,0.7
Cravve,New Ireland,2.5,70.0,0.7
Cravve,"Vanuatu, batch 2410",2.75,83.0,0.83
Cravve,"Tanzania, batch a1",3.25,75.0,0.75
Cravve,"Bahia, batch a1213",3.25,65.0,0.65
Cravve,"Namau Village, N. Taileva P., batch a2812",3.25,67.0,0.67
Cravve,Vanuatu,3.25,64.0,0.64
Cravve,Djual Island,3.5,75.0,0.75
Creo,"""heirloom"", Arriba Nacional",3.25,85.0,0.85
Creo,"""heirloom"", Arriba Nacional",3.75,73.0,0.73
Daintree,Goodman Estate,2.75,70.0,0.7
Daintree,"Daintree Estates, N. Queensland",3.25,70.0,0.7
Dalloway,"Dominican Republic, batch 7",2.75,72.0,0.72
Damson,Robson Estate,3.0,70.0,0.7
Damson,Los Rios,3.5,70.0,0.7
Damson,Crayfish Bay aka Non Pariel Estate,2.25,70.0,0.7
Damson,O'Payo,2.75,70.0,0.7
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",3.75,70.0,0.7
Dandelion,"Maya Mtn., Break Bar- Snark",3.0,70.0,0.7
Dandelion,Maya Mountain,3.5,70.0,0.7
Dandelion,"Camino Verde P., Balao, Guayas, 2013",3.5,70.0,0.7
Dandelion,Buto,2.75,70.0,0.7
Dandelion,"San Francisco de Macoris, Cibao region",3.75,70.0,0.7
Dandelion,"Cumboto, farmer Jose Lugo",2.75,70.0,0.7
Dandelion,Patanemo,3.25,70.0,0.7
Dandelion,"Mantuano, 2012",3.5,70.0,0.7
Dandelion,Papua New Guinea,3.5,70.0,0.7
Dandelion,Upala,3.0,70.0,0.7
Dandelion,Colombian,3.25,70.0,0.7
Dandelion,"Elvesia, 2011",3.75,70.0,0.7
Dandelion,Dominican Republic,3.25,70.0,0.7
Dandelion,Madagascar,3.25,70.0,0.7
Dandelion,Tanzania,3.25,70.0,0.7
Danta,Los Ujuxtes,3.25,82.0,0.82
Danta,Chuao,3.0,75.0,0.75
Danta,Los Ujuxtes,3.75,70.0,0.7
Danta,Sambirano,3.75,70.0,0.7
Danta,Las Acacias E.,4.0,70.0,0.7
Danta,"Oscuro, Finca Chimelb",3.25,70.0,0.7
Danta,Los Ujuxtes,3.5,60.0,0.6
Danta,Las Acacias E.,3.0,75.0,0.75
Danta,Las Acacias E.,3.25,60.0,0.6
DAR,"Venezuela, batch 122",2.75,72.0,0.72
DAR,Vietnam,3.0,72.0,0.72
DAR,"DUO, batch 002",3.25,70.0,0.7
Dark Forest,Bolivia,3.25,75.0,0.75
Dark Forest,Madagascar,3.0,70.0,0.7
Dark Forest,Ocumare,3.25,70.0,0.7
Dark Forest,Tanzania,3.0,70.0,0.7
Dark Forest,Ecuador,3.25,70.0,0.7
Davis,Ghana,2.5,70.0,0.7
Davis,Rainforest,2.75,70.0,0.7
Davis,Venezuela,2.75,70.0,0.7
Davis,West Africa,3.25,58.0,0.58
De Mendes,"Nativo, Varzea",3.5,72.0,0.72
De Mendes,"Selvagem, Jari",3.5,65.0,0.65
De Villiers,Bundibugyo District,2.5,70.0,0.7
De Villiers,"Sambirano Valley, batch 2477",3.0,70.0,0.7
Dean and Deluca (Belcolade),Madagascar,2.5,66.0,0.66
Dean and Deluca (Belcolade),Costa Rica,3.0,64.0,0.64
Dean and Deluca (Belcolade),Ecuador,3.0,71.0,0.71
Dean and Deluca (Belcolade),Ghana,3.0,60.0,0.6
Dean and Deluca (Belcolade),Papua New Guinea,3.0,64.0,0.64
Dean and Deluca (Belcolade),Peru,3.0,64.0,0.64
Debauve & Gallais (Michel Cluizel),Papua New Guinea,3.0,64.0,0.64
Debauve & Gallais (Michel Cluizel),Venezuela,3.75,66.0,0.66
Desbarres,"Kilombero, batch 41",2.5,72.0,0.72
DeVries,Bolivian,2.75,80.0,0.8
DeVries,Costa Rica,3.5,77.0,0.77
DeVries,Dominican Republic,3.5,77.0,0.77
Dick Taylor,Lanquin Estate,3.75,70.0,0.7
Dick Taylor,Tien Giang,3.5,78.0,0.78
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",3.75,70.0,0.7
Dick Taylor,Elvesia,3.5,74.0,0.74
Dick Taylor,"Ecuador, Choc. Garage Exclusive",3.25,70.0,0.7
Dick Taylor,Camino Verde,3.5,76.0,0.76
Dick Taylor,Bolivia,2.75,75.0,0.75
Dick Taylor,Belize,2.75,72.0,0.72
Dick Taylor,Sambirano,2.75,80.0,0.8
Dick Taylor,Sambirano,3.0,72.0,0.72
Dick Taylor,Mantuano,2.75,75.0,0.75
Dick Taylor,La Red,3.0,74.0,0.74
Dick Taylor,Ecuador,3.25,70.0,0.7
Doble & Bignall,Puerto Cabello,3.0,85.0,0.85
Doble & Bignall,"Panama, Raven",3.25,72.0,0.72
Doble & Bignall,"Puerto Cabello, Mantuano",3.25,72.0,0.72
Doble & Bignall,Johe,3.5,72.0,0.72
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",3.75,70.0,0.7
Dolfin (Belcolade),Africa,3.0,88.0,0.88
Dolfin (Belcolade),Noir,1.5,70.0,0.7
Domori,Hacienda Victoria,3.75,70.0,0.7
Domori,Ocumare 77,3.75,70.0,0.7
Domori,"IL100, H. San Jose",3.0,100.0,1.0
Domori,Morogoro,3.5,70.0,0.7
Domori,Guasare,3.75,70.0,0.7
Domori,"Canoabo, Hacienda San Jose",3.5,70.0,0.7
Domori,"Chuao, Hacienda San Jose",3.0,70.0,0.7
Domori,"Carupano, H. San Jose",3.0,70.0,0.7
Domori,Teyuna,3.0,70.0,0.7
Domori,Blend No. 1,3.5,78.0,0.78
Domori,Ilblend,3.75,70.0,0.7
Domori,Porcelana,4.0,70.0,0.7
Domori,"Ocumare 61, Puertomar",3.25,75.0,0.75
Domori,Granella,3.25,60.0,0.6
Domori,Madagascar,3.5,70.0,0.7
Domori,Madagared,3.5,70.0,0.7
Domori,"Java, Javablond",3.75,70.0,0.7
Domori,Ecuador,4.0,70.0,0.7
Domori,"Ocumare 67, Puertofino",4.0,70.0,0.7
Domori,Sur del Lago Classificado,3.0,70.0,0.7
Domori,Apurimac,3.25,70.0,0.7
Domori,Carenero Superior,3.5,70.0,0.7
Dormouse,Non Pariel Estate,2.75,75.0,0.75
Dormouse,"Rio Caribe, Batch 7",2.5,70.0,0.7
Dormouse,"Colombia, Batch 9",2.75,80.0,0.8
Dormouse,"Madagascar, Batch 8",2.75,77.0,0.77
Duffy's,"Rio Dulce, Xoco",4.0,70.0,0.7
Duffy's,"Chuno, Xoco",3.5,70.0,0.7
Duffy's,"Rico Rugoso, Xoco",3.75,76.0,0.76
Duffy's,Ocumare,3.75,72.0,0.72
Duffy's,"Indio Rojo, Xoco",3.75,72.0,0.72
Duffy's,Dominican Republic,3.5,65.0,0.65
Duffy's,"Bocas del Toro, Tierra Oscura",3.0,72.0,0.72
Duffy's,"Nicaliso, Xoco",3.25,71.0,0.71
Duffy's,Ocumare,3.5,71.0,0.71
Duffy's,Panama,3.5,70.0,0.7
Duffy's,"Corazon del Ecuador, Calceta beans",3.75,72.0,0.72
Duffy's,Star of Ecuador,2.5,70.0,0.7
Duffy's,Star of Peru,3.75,70.0,0.7
Dulcinea,Dominican Republic,3.25,70.0,0.7
Durand,Madagascar,2.75,82.0,0.82
Durci,"Maranon, Joya Rara",3.5,70.0,0.7
Durci,"Rio Caribe, Tepui Treasure",3.5,70.0,0.7
Durci,Taino Secret,3.25,70.0,0.7
Durci,"Carenero, Empyrean Sabor",3.25,70.0,0.7
Durci,Corona Arriba,4.0,70.0,0.7
East Van Roasters,Peru,3.25,70.0,0.7
East Van Roasters,Madagascar,3.5,70.0,0.7
East Van Roasters,Dominican Republic,3.75,70.0,0.7
Eau de Rose,Tumaco,3.25,70.0,0.7
Eau de Rose,Arauca,3.25,70.0,0.7
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2.75,72.0,0.72
Edelmond,Porcelana,3.0,68.0,0.68
El Ceibo,"Alto Beni, Covendo Region",3.75,75.0,0.75
El Ceibo,Alto Beni,2.75,71.0,0.71
El Rey,San Joaquin,3.75,70.0,0.7
El Rey,"Rio Caribe, Cariaco",2.75,60.5,0.605
El Rey,"Rio Caribe, Macuro",3.0,70.0,0.7
El Rey,"Carenero Superior, Apamate",2.5,74.0,0.74
El Rey,"Carenero Superior, Bucare",2.5,58.0,0.58
El Rey,"Carenero Superior, Mijao",3.0,61.0,0.61
El Rey,"Carenero Superior, Gran Saman",2.75,70.0,0.7
Emerald Estate,Emerald Estate,2.75,60.0,0.6
Emerald Estate,Emerald Estate,3.25,70.0,0.7
Emily's,Patanemo,3.0,79.0,0.79
Emily's,Peru,3.5,78.0,0.78
ENNA,"Wampusirpi, batch 007",3.25,75.0,0.75
Enric Rovira (Claudio Corallo),Terreiro Velho P.,3.25,80.0,0.8
Erithaj (A. Morin),Ben Tre,3.25,70.0,0.7
Erithaj (A. Morin),Ham Luong,3.0,80.0,0.8
Erithaj (A. Morin),Ba Lai,3.25,74.0,0.74
Escazu,Rio Caribe,2.75,70.0,0.7
Escazu,Guapiles,2.0,65.0,0.65
Escazu,Carenero Superior,3.5,81.0,0.81
Escazu,"Carenero, Guapiles, Ocumare blend",2.75,74.0,0.74
Escazu,Ocumare,3.0,72.0,0.72
Ethel's Artisan (Mars),"Peru, Madagascar",2.5,55.0,0.55
Ethel's Artisan (Mars),Trinidad,2.5,55.0,0.55
Ethel's Artisan (Mars),Porcelana,2.5,70.0,0.7
Ethel's Artisan (Mars),Red Vanilla,2.75,62.0,0.62
Ethel's Artisan (Mars),"Venezuela, Trinidad",2.5,62.0,0.62
Ethereal,Belize,3.0,80.0,0.8
Ethereal,Ecuador,3.5,80.0,0.8
Ethereal,Dominican Republic,3.75,80.0,0.8
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2.75,75.0,0.75
Feitoria Cacao,Blue Mountain,3.0,76.0,0.76
Feitoria Cacao,Cuyagua,2.5,76.0,0.76
Feitoria Cacao,Maya Mountain,2.75,76.0,0.76
Felchlin,Grenada,3.5,58.0,0.58
Felchlin,Supremo- SF,2.0,62.0,0.62
Felchlin,Elvesia P.,3.0,74.0,0.74
Felchlin,"Madagascar, Grand Cru",3.0,64.0,0.64
Felchlin,Maracaibo Clasificado,3.0,65.0,0.65
Felchlin,Arriba,3.5,72.0,0.72
Felchlin,"Alto Beni, Cru Savage",4.0,68.0,0.68
Finca,Puerto Rico,2.25,65.0,0.65
Finca,Dominican Republic,3.0,80.0,0.8
Finca,Dominican Republic,3.25,70.0,0.7
Finca,Dominican Republic,2.5,85.0,0.85
Forever Cacao,Rio Eni,2.75,72.0,0.72
Forteza (Cortes),Dominican Republic,2.75,70.0,0.7
Forteza (Cortes),Puerto Rico,2.75,80.0,0.8
Fossa,"Akesson's E., Sambirano V.",2.75,70.0,0.7
Fossa,"Camino Verde P., Balao, Guayas",3.5,75.0,0.75
Fossa,"Kokoa Kamili Coop, Kilombero",3.75,67.0,0.67
Franceschi,Choroni,3.5,70.0,0.7
Franceschi,Ocumare,3.75,70.0,0.7
Franceschi,Canoabo,3.75,70.0,0.7
Franceschi,Sur del Lago,3.5,60.0,0.6
Frederic Blondeel,Costa Rica,3.5,70.0,0.7
Frederic Blondeel,Peru Brutus,3.5,75.0,0.75
Frederic Blondeel,Vietnam,3.0,80.0,0.8
Frederic Blondeel,Ghana,3.5,60.0,0.6
Frederic Blondeel,Madagascar,3.5,65.0,0.65
French Broad,"Norandino, batch 161208",3.5,70.0,0.7
French Broad,Guatemala,3.5,73.0,0.73
French Broad,San Andres,3.0,80.0,0.8
French Broad,Matagalpa,3.25,68.0,0.68
French Broad,"Palo Blanco, Chulucanas",3.5,66.0,0.66
French Broad,Tumbes Coop,2.5,70.0,0.7
French Broad,"Palo Blanco, Chulucanas",3.5,61.0,0.61
French Broad,"Palo Blanco w/ panela, Chulucanas",2.0,81.0,0.81
French Broad,"Maranon Canyon, Fortunato No. 4",3.5,70.0,0.7
French Broad,La Red,3.5,65.0,0.65
Fresco,"Maranon, #228, MR, SC",3.0,70.0,0.7
Fresco,"Maranon, #227, LR, MC",3.5,70.0,0.7
Fresco,"Maranon, #229, MR, LC",3.5,70.0,0.7
Fresco,"Maranon, #230, DR, LC",3.5,70.0,0.7
Fresco,"Conacado, #223, MR, SC",3.25,72.0,0.72
Fresco,"Conacado, #224, MR, MC",3.75,72.0,0.72
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",3.75,70.0,0.7
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",4.0,70.0,0.7
Fresco,"Markham Valley, #219, LR, MC",3.5,69.0,0.69
Fresco,"Markham Valley, #221, DR, MC",3.5,69.0,0.69
Fresco,"Sambirano Valley, #216, MR, LC",4.0,74.0,0.74
Fresco,"Markham Valley, #220, MR, MC",4.0,69.0,0.69
Fresco,"Markham Valley, #222, LR, 0C",3.0,69.0,0.69
Fresco,"Ghana, #211, MR, MC",2.75,74.0,0.74
Fresco,"Jamaica, #209, DR, SC",3.25,70.0,0.7
Fresco,"Conacado, #212, LR, SC",3.5,72.0,0.72
Fresco,"Jamaica, #210, DR, MC",3.5,70.0,0.7
Fresco,"Sambirano Valley, #214, LR, MC",2.75,74.0,0.74
Fresco,"Conacado, #213, DR, -C",3.25,72.0,0.72
Fresco,"Sambirano Valley, #215, MR, MC",3.0,74.0,0.74
Fresco,"Chuao, #218, MR, MC",3.25,76.0,0.76
Fresco,"Chuao, #217, DR, MC",4.0,70.0,0.7
Fresco,"Jamaica, #204, DR, SC",2.75,80.0,0.8
Fresco,"Jamaica, #206, DR, LC",3.0,70.0,0.7
Fresco,"Jamaica, #205, DR, MC",3.25,70.0,0.7
Fresco,"Carenero Superior, #203, MR, SC",3.5,65.0,0.65
Friis Holm,"Rugoso, Bad Fermentation",3.5,70.0,0.7
Friis Holm (Bonnat),La Dalia,3.0,60.0,0.6
Friis Holm (Bonnat),La Dalia,3.25,85.0,0.85
Friis Holm (Bonnat),La Dalia,3.5,70.0,0.7
Friis Holm (Bonnat),"Barba, Xoco",3.25,70.0,0.7
Friis Holm (Bonnat),"Medagla, Xoco",3.5,70.0,0.7
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",3.25,70.0,0.7
Friis Holm (Bonnat),"Red Mayan, Xoco",3.25,70.0,0.7
Friis Holm (Bonnat),"Chuno, double turned, Xoco",3.25,70.0,0.7
Friis Holm (Bonnat),"Rugoso, Xoco",3.75,70.0,0.7
Friis Holm (Bonnat),"Johe, Xoco",3.25,70.0,0.7
Friis Holm (Bonnat),"Chuno, Xoco",3.5,70.0,0.7
Friis Holm (Bonnat),"Nicaliso, Xoco",3.5,70.0,0.7
Fruition,"Wild Bolivian, Batch 2",3.75,74.0,0.74
Fruition,"Coto Brus, Heirloom, Batch 1",4.0,74.0,0.74
Fruition,Gran Couva,3.75,70.0,0.7
Fruition,Maranon,3.0,76.0,0.76
Fruition,La Red,3.75,70.0,0.7
Fruition,Camino Verde,3.0,75.0,0.75
Fruition,Peru,2.5,70.0,0.7
Fruition,Signature Blend,3.25,66.0,0.66
Fruition,Costa Rica,3.0,70.0,0.7
Garden Island,"Kaua'I, Alea Estate +world",2.5,85.0,0.85
Georgia Ramon,Akesson P.,3.25,65.0,0.65
Georgia Ramon,ABOCFA Coop,4.0,70.0,0.7
Georgia Ramon,Conacado Coop,3.5,70.0,0.7
Georgia Ramon,Conacado Coop,3.5,80.0,0.8
Georgia Ramon,Akesson P.,3.5,75.0,0.75
Glennmade,"Toledo District, 2015 Harvest",3.5,70.0,0.7
Glennmade,Bahia,3.0,66.0,0.66
Goodnow Farms,"Almendra Blanca, batch 1004",2.75,77.0,0.77
Goodnow Farms,"El Carmen, batch 1003",3.25,77.0,0.77
Goodnow Farms,"Asochivite, batch 1005",3.25,77.0,0.77
Grand Place,"Ben Tre, Dong Nai",3.0,72.0,0.72
Green & Black's (ICAM),Dark,2.5,70.0,0.7
Green Bean to Bar,Madagascar,3.5,70.0,0.7
Grenada Chocolate Co.,Grenada,3.25,82.0,0.82
Grenada Chocolate Co.,Grenada,2.75,60.0,0.6
Grenada Chocolate Co.,Grenada,2.5,71.0,0.71
Guido Castagna,Arriba,3.0,64.0,0.64
Guido Castagna,Ghana,3.0,64.0,0.64
Guido Castagna,Trinidad & Tobago,3.0,64.0,0.64
Guido Castagna,Lacri Blend,3.0,76.0,0.76
Guido Castagna,Blend,3.25,64.0,0.64
Guittard,"Epique, Blend No. 49",3.75,70.0,0.7
Guittard,Haiti,2.75,65.0,0.65
Guittard,Nicaragua,2.75,65.0,0.65
Guittard,Jamaica,3.25,65.0,0.65
Guittard,Ecuador,3.5,65.0,0.65
Guittard,Coucher du Soleil,2.75,72.0,0.72
Guittard,Lever du Soleil,3.25,61.0,0.61
Guittard,Onyx,3.25,72.0,0.72
Guittard,Trinidad,3.0,65.0,0.65
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",3.0,55.0,0.55
Guittard,Nocturne,3.0,91.0,0.91
Guittard,Complexite,3.5,70.0,0.7
Guittard,Machu Pichu,3.0,65.0,0.65
Guittard,Special Maker Reserve,3.0,64.0,0.64
Guittard,Ocumare,3.5,65.0,0.65
Guittard,Quetzalcoatl,3.5,72.0,0.72
Guittard,Chucuri,3.0,65.0,0.65
Guittard,Sur del Lago,2.5,65.0,0.65
Guittard,"Sambirano, Ambanja",3.5,65.0,0.65
Guittard,"Los Rios, Quevedo",3.5,65.0,0.65
Guittard,Tsaranta,3.5,61.0,0.61
Guittard,Semisweet,3.0,61.0,0.61
Habitual,Papua New Guinea,2.75,80.0,0.8
Habitual,Campesino w/ nibs,2.75,74.0,0.74
Habitual,Dominican Republic,3.25,75.0,0.75
Habitual,Trinitario,3.5,70.0,0.7
Habitual,Downtown London,2.75,65.0,0.65
Habitual,Africa meets Latina,3.0,70.0,0.7
Habitual,Amazonas,3.0,80.0,0.8
Habitual,Sharkey,3.25,66.0,0.66
Habitual,one hundred,2.0,100.0,1.0
Hachez,Arriba,2.5,77.0,0.77
Hacienda El Castillo,Don Homero- Cerecita Valley,2.75,55.0,0.55
Hacienda El Castillo,Don Homero- Cerecita Valley,3.0,70.0,0.7
Haigh,South America and Africa,3.0,70.0,0.7
Harper Macaw,"Vale do Juliana, w/ nibs",3.25,85.0,0.85
Harper Macaw,Brazil Blend,3.0,67.0,0.67
Harper Macaw,"Tome Acu E., Amazon Rainforest",3.5,77.0,0.77
Harper Macaw,"Vale do Juliana E., Atlantic Forest",3.5,74.0,0.74
Heilemann,Peru,2.75,64.0,0.64
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",3.25,70.0,0.7
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",3.5,74.0,0.74
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",3.5,67.0,0.67
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",3.0,67.0,0.67
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",3.75,67.0,0.67
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",3.75,67.0,0.67
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",3.5,72.0,0.72
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",3.5,70.0,0.7
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",3.5,77.0,0.77
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",3.75,68.0,0.68
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",4.0,72.0,0.72
hello cocoa,Uganda,2.75,57.0,0.57
hello cocoa,Venezuela,3.5,74.0,0.74
hexx,Tanzania,2.75,70.0,0.7
hexx,Madagascar,3.0,74.0,0.74
hexx,Venezuela,3.0,70.0,0.7
hexx,Ecuador,3.25,73.0,0.73
hexx,Peru,3.25,70.0,0.7
Hogarth,Akesson's Estate,2.75,70.0,0.7
Hogarth,Carenero Superior,2.75,72.0,0.72
Hogarth,Conacado,3.25,75.0,0.75
Hogarth,Gran Blanco,3.5,66.0,0.66
Hoja Verde (Tulicorp),Arriba,2.0,80.0,0.8
Hoja Verde (Tulicorp),Manabi,2.5,80.0,0.8
Hoja Verde (Tulicorp),Arriba,3.0,72.0,0.72
Hoja Verde (Tulicorp),Arriba,3.25,58.0,0.58
Hoja Verde (Tulicorp),Manabi,3.5,58.0,0.58
Holy Cacao,Maranon,2.75,70.0,0.7
Holy Cacao,"Camino Verde P., Balao, Guayas",3.5,70.0,0.7
Holy Cacao,Sambirano,3.5,70.0,0.7
Holy Cacao,Gran Couva,3.5,70.0,0.7
Holy Cacao,Mara,3.5,70.0,0.7
Holy Cacao,Ivory Coast,2.5,70.0,0.7
Holy Cacao,Hispaniola,2.75,70.0,0.7
Holy Cacao,San Martin,3.5,70.0,0.7
Holy Cacao,Hispaniola w/ nibs,3.75,75.0,0.75
Honest,"Ecuador, w/ nibs",2.5,72.0,0.72
Hotel Chocolat,"Pepiniere, single Cote",2.75,70.0,0.7
Hotel Chocolat,"Marcial, single Cote, 2012",4.0,70.0,0.7
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1.75,100.0,1.0
Hotel Chocolat (Coppeneur),Trinidad,3.0,75.0,0.75
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,3.5,80.0,0.8
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",3.0,90.0,0.9
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",3.0,72.0,0.72
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",3.5,82.0,0.82
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2.75,100.0,1.0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2.5,100.0,1.0
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2.75,100.0,1.0
Hotel Chocolat (Coppeneur),Sambirano,3.5,66.0,0.66
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",3.0,80.0,0.8
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",3.0,65.0,0.65
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",3.25,65.0,0.65
Hotel Chocolat (Coppeneur),Ecuador,2.75,70.0,0.7
Hotel Chocolat (Coppeneur),Santo Domingo,3.0,70.0,0.7
Hotel Chocolat (Coppeneur),Chuao,2.75,70.0,0.7
Hotel Chocolat (Coppeneur),St. Lucia,3.0,72.0,0.72
Hotel Chocolat (Coppeneur),Uganda,2.5,80.0,0.8
Hotel Chocolat (Coppeneur),Tanzania,2.75,75.0,0.75
Hotel Chocolat (Coppeneur),Uba Budo,3.0,72.0,0.72
Hummingbird,Lam Dong,3.5,70.0,0.7
Hummingbird,Bolivia,3.0,70.0,0.7
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",3.0,70.0,0.7
Hummingbird,Momotombo,3.0,70.0,0.7
Hummingbird,Hispaniola,3.75,70.0,0.7
Hummingbird,Zorzal Reserva w/ Charles Kerchner,3.5,70.0,0.7
Hummingbird,"Ocumare, Cumboto",3.25,70.0,0.7
Hummingbird,Amazonas,3.75,70.0,0.7
Idilio (Felchlin),"Chuao, Venezuela",3.75,72.0,0.72
Idilio (Felchlin),Coopertiva Amazona,3.75,72.0,0.72
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",3.75,72.0,0.72
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",3.25,72.0,0.72
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",3.75,72.0,0.72
Idilio (Felchlin),"Porcelana, Zulia",4.0,74.0,0.74
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",3.5,72.0,0.72
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",4.0,70.0,0.7
Idilio (Felchlin),Coopertiva Amazona w/ nibs,4.0,72.0,0.72
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",4.0,72.0,0.72
Indah,India (south),2.5,61.0,0.61
Indaphoria,La Red,3.25,70.0,0.7
Indaphoria,"Conacado, Manifesto",2.75,70.0,0.7
Indi,Honduras,3.0,77.0,0.77
iQ Chocolate,"Satipo region, white label",2.75,72.0,0.72
iQ Chocolate,black label,3.0,72.0,0.72
Isidro,Madagascar,3.5,72.0,0.72
Isidro,Peru,2.25,72.0,0.72
Isidro,Belize,3.25,72.0,0.72
Isidro,Dominican Republic,3.25,72.0,0.72
Izard,"Maya Mountain, Toledo, Batch 29",3.5,70.0,0.7
Izard,"Elvesia P., Batch 32",2.75,70.0,0.7
Jacque Torres,Trinatario Treasure,2.0,71.0,0.71
Jordis,Madagascar,2.75,63.0,0.63
Just Good Chocolate,Belize,3.5,70.0,0.7
Just Good Chocolate,Madagascar,3.5,70.0,0.7
Just Good Chocolate,Peru,4.0,70.0,0.7
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",3.5,70.0,0.7
Kah Kow,"Rizek Cacao, Domin. Rep.",3.0,82.0,0.82
Kah Kow,"Rizek Cacao, Domin. Rep.",3.25,55.0,0.55
Kah Kow,"Rizek Cacao, Domin. Rep.",3.25,62.0,0.62
Kakao,Peru,2.5,64.0,0.64
Kakao,Vanuatu,3.75,65.0,0.65
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,3.0,70.0,0.7
Kallari (Ecuatoriana),Sisa's Secret/ original micro,3.5,70.0,0.7
Kallari (Ecuatoriana),Roberto,2.75,75.0,0.75
Kallari (Ecuatoriana),Diego/ original micro,2.5,85.0,0.85
